snp_close,nyse_close,djia_close,nikkei_close,hangseng_close,ftse_close,dax_close,aord_close
1459.150024,8376.509766,13578.469727,9109.0,20733.939453,5851.600098,7450.620117,4429.799805
1691.560059,9692.969727,15125.070312,14193.709961,22950.300781,6429.5,8684.769531,5145.200195
1971.290039,10701.929688,17041.900391,16172.519531,22931.980469,6621.700195,9473.299805,5295.799805
1320.150024,8412.049805,12168.879883,10692.660156,23407.859375,5989.399902,7177.899902,4957.600098
1308.660034,8310.610352,12169.55957,9434.009766,22914.279297,5879.899902,6932.580078,4793.200195
1312.800049,8320.780273,12219.589844,9535.129883,23157.669922,5899.799805,6945.359863,4839.299805
1331.410034,8468.339844,12375.719727,9707.389648,23800.900391,6008.899902,7178.810059,4953.600098
1331.869995,8481.410156,12399.030273,9717.889648,24149.580078,6016.0,7174.330078,4983.700195
1334.540039,8507.230469,12425.75,9583.370117,24284.050781,6040.100098,7214.109863,5010.399902
1318.680054,8399.30957,12340.830078,9590.519531,24007.070312,5995.0,7177.290039,4938.299805
1304.140015,8276.110352,12200.589844,9555.650391,23829.310547,5869.100098,7025.850098,4944.399902
1355.619995,8583.679688,12806.509766,,23632.25,6081.899902,7499.700195,4853.700195
1346.319946,8505.610352,12722.580078,,23314.240234,5983.100098,7372.930176,4812.799805
1339.199951,8424.900391,12637.740234,9858.200195,23158.140625,5975.799805,7491.25,4815.100098
1356.160034,8549.490234,12759.360352,9817.759766,,6017.899902,7500.52002,4802.600098
1697.060059,9725.620117,15167.009766,14440.540039,23335.519531,6548.100098,8803.44043,5258.200195
1346.050049,8068.700195,12877.200195,8916.519531,20698.189453,5889.299805,6753.200195,4343.899902
1312.719971,7490.870117,12501.660156,8733.620117,18896.449219,5449.700195,6131.390137,4071.0
1440.589966,8273.780273,13456.549805,9090.540039,20697.679688,5858.700195,7424.109863,4394.5
2068.409912,11040.419922,17816.900391,17356.509766,23892.140625,6728.799805,9784.540039,5348.0
2096.449951,11037.259766,17984.769531,18263.789062,,6887.899902,11000.94043,5868.799805
1368.569946,7948.560059,12920.410156,9469.639648,20609.640625,5665.299805,6624.189941,4381.5
2129.820068,11238.660156,18284.740234,20201.869141,27522.720703,7012.5,11863.589844,5662.600098
1280.869995,8091.109863,11854.419922,8604.150391,22677.25,5694.299805,6646.660156,4608.899902
2006.709961,11072.410156,17136.359375,15667.679688,25239.150391,6854.100098,9746.019531,5597.899902
1770.949951,10107.429688,15679.349609,14324.980469,22845.539062,6773.700195,9021.040039,5409.700195
1384.969971,7911.160156,13074.660156,8565.639648,19273.960938,5626.200195,6688.399902,4233.399902
1551.359985,8952.94043,14598.200195,13274.660156,21771.669922,6342.600098,7711.629883,4965.799805
1341.839966,7663.259766,12766.169922,8568.320312,19232.939453,5477.799805,6228.410156,4106.0
1700.839966,9732.030273,15400.379883,14741.419922,23370.539062,6556.399902,8634.290039,5244.799805
1182.709961,7462.089844,10990.990234,11211.660156,21260.789062,5602.5,6158.509766,4912.299805
1294.109985,8199.070312,11983.610352,10433.379883,23613.890625,5844.299805,7062.089844,4790.299805
1828.829956,10227.580078,16026.589844,14533.740234,22164.529297,6658.399902,9595.769531,5317.700195
2066.889893,10898.19043,17775.119141,19205.990234,24899.890625,6772.0,11965.169922,5860.899902
1959.22998,10978.419922,16825.599609,15161.099609,23189.720703,6742.899902,9832.070312,5381.0
1743.660034,9981.679688,15391.200195,14692.570312,23437.150391,6653.200195,8866.219727,5350.5
1516.930054,8934.230469,13991.969727,11152.160156,23214.160156,6262.899902,7651.140137,4988.399902
1586.72998,9188.080078,14801.240234,13287.129883,22033.560547,6386.399902,7809.629883,4972.700195
2061.52002,10895.05957,17883.880859,17503.619141,24764.490234,6864.899902,10904.410156,5764.5
1993.290039,10891.639648,17171.679688,16204.900391,23954.490234,6772.600098,9748.540039,5367.200195
2075.330078,11012.240234,17874.419922,19639.539062,25274.640625,6960.799805,12122.519531,5892.200195
1329.969971,8464.450195,12257.200195,10585.019531,23121.419922,6004.100098,7224.959961,4901.799805
1357.040039,8091.189941,12903.080078,9237.099609,21276.279297,5884.399902,6750.959961,4256.200195
2080.179932,11057.450195,17825.300781,19651.880859,27652.119141,6993.600098,11687.700195,5850.5
2073.280029,10861.429688,17848.080078,19436.0,23900.490234,6836.600098,11979.849609,5810.0
1172.599976,7336.25,10925.769531,,20762.050781,5410.100098,6005.859863,4752.299805
2019.579956,10606.679688,17500.650391,17407.710938,23720.320312,6416.200195,9472.160156,5428.5
1319.02002,8378.44043,12212.089844,10588.5,23809.109375,5936.299805,7130.799805,4862.200195
1416.26001,8239.25,13111.44043,9006.44043,22005.400391,5838.100098,7325.470215,4492.600098
1581.699951,9174.780273,14699.950195,13798.349609,22736.009766,6450.299805,7912.709961,5143.0
1330.099976,8385.339844,12440.580078,9520.94043,23117.070312,5937.899902,7162.470215,4759.299805
1951.290039,10018.389648,16329.400391,18298.619141,21561.5,6154.799805,10209.44043,5116.0
1222.75,7738.640137,11358.160156,10140.099609,23427.150391,5807.5,7000.910156,4815.0
1336.880005,8403.629883,12568.870117,9971.459961,22746.949219,6023.0,7438.439941,4655.899902
1279.699951,7583.660156,12391.69043,,18864.720703,5611.299805,6016.22998,4160.5
1148.98999,7361.850098,10623.69043,10750.259766,21208.740234,5624.700195,5944.109863,4830.5
1970.73999,10885.509766,16837.740234,15321.599609,24954.460938,6740.299805,9244.330078,5579.600098
1878.550049,10598.019531,16513.369141,14387.769531,22729.679688,6680.799805,9599.089844,5466.100098
1192.890015,7417.939941,11409.209961,9056.259766,20288.029297,5330.600098,5947.939941,4370.799805
1963.680054,10940.339844,16914.070312,15215.469727,23237.990234,6671.399902,9658.129883,5453.299805
1336.430054,8356.570312,12591.799805,10049.009766,22292.289062,5924.299805,7343.540039,4602.799805
1359.02002,7753.509766,12886.929688,8442.099609,18891.789062,5572.200195,6581.959961,4172.799805
1401.800049,8024.0,13164.19043,8977.599609,20268.470703,5850.5,6963.990234,4329.100098
1743.5,9983.629883,15398.650391,14560.540039,23339.099609,6621.600098,8864.099609,5320.0
2038.819946,10879.629883,17633.740234,17489.830078,24086.380859,6653.399902,9251.94043,5432.799805
1170.670044,7315.359863,10895.910156,10393.030273,20211.490234,5382.5,6182.490234,4598.700195
1808.599976,10150.530273,16178.080078,15858.219727,22887.75,6583.700195,9334.740234,5201.0
1292.670044,7669.470215,12481.070312,8465.400391,19626.75,5693.0,6331.930176,4276.700195
1260.150024,7604.140137,12043.469727,,19241.5,5544.600098,6132.180176,4236.5
1065.189941,6781.75,10011.230469,10056.089844,19664.080078,5059.899902,5433.339844,4531.5
2040.319946,10882.25,17646.75,16972.800781,23796.080078,6671.0,9305.349609,5395.600098
1278.560059,8080.350098,12047.94043,9448.459961,22660.630859,5807.899902,7059.22998,4607.700195
2065.550049,10939.120117,17878.550781,17662.220703,23653.300781,6741.100098,9933.080078,5259.0
1126.23999,7181.140137,10679.429688,9488.339844,21548.880859,5385.200195,6330.330078,4558.700195
1311.939941,8276.759766,12247.549805,9554.040039,23252.839844,5846.899902,7073.120117,4682.200195
1694.530029,9649.580078,15544.549805,14657.040039,21415.5,6622.200195,8330.05957,4987.899902
1446.150024,8302.740234,13484.969727,8948.870117,20761.289062,5778.399902,7289.02002,4401.799805
1517.199951,8873.19043,14088.660156,11605.379883,22879.220703,6377.600098,7707.160156,5099.899902
1996.449951,10974.990234,17048.0,15908.200195,24661.640625,6798.600098,9690.280273,5545.899902
1396.910034,8118.060059,13212.629883,,21093.210938,5736.799805,6760.189941,4466.200195
1139.650024,7078.410156,10989.580078,8942.759766,20015.269531,5091.200195,5601.799805,4318.399902
1550.180054,9053.44043,14396.070312,12282.620117,23090.949219,6482.600098,7985.470215,5136.5
1029.709961,6468.649902,9773.019531,9381.639648,20127.990234,4915.899902,5964.52002,4323.799805
1987.400024,10946.330078,17000.220703,15538.19043,25111.230469,6774.299805,9338.169922,5639.5
1103.51001,7054.029785,10446.929688,9113.129883,20970.5,5427.200195,6133.620117,4576.600098
1328.150024,8373.889648,12272.259766,,22827.919922,6061.899902,7370.200195,4969.600098
1188.439941,7603.439941,10968.990234,11281.320312,21536.0,5779.399902,6251.209961,4973.100098
2116.689941,11191.929688,18079.140625,20019.039062,28059.980469,7069.700195,11809.849609,5905.799805
2043.160034,10677.410156,17661.939453,18664.109375,23895.980469,6701.799805,11499.379883,5793.299805
2020.25,10690.629883,17415.849609,17605.220703,24594.849609,6809.600098,10736.870117,5531.200195
1882.680054,10628.339844,16557.869141,14484.129883,,6807.899902,,5429.399902
1208.109985,7328.100098,11432.179688,8667.860352,19180.5,5336.5,5507.240234,4152.200195
2066.639893,10655.610352,17439.589844,20349.099609,24350.960938,6504.100098,11055.400391,5578.200195
1313.880005,7505.419922,12495.379883,8586.839844,19025.519531,5482.799805,6151.490234,4110.5
1774.319946,9953.839844,15754.360352,15402.110352,23244.960938,6439.0,9005.459961,5100.5
1654.449951,9482.160156,14775.530273,13893.610352,23177.849609,6364.799805,8554.889648,5147.100098
1324.689941,8340.660156,12401.759766,9561.049805,22899.789062,5880.0,7113.089844,4734.100098
1091.040039,6849.049805,10297.44043,9922.700195,20855.609375,5177.5,6203.52002,4508.399902
1291.280029,8078.439941,12142.240234,9832.030273,22439.25,5814.200195,7157.77002,4499.5
1156.439941,7233.370117,10781.950195,10619.549805,20421.460938,5432.700195,6250.970215,4678.5
1329.359985,8456.650391,12452.540039,9605.820312,23895.099609,6021.299805,7248.189941,4939.200195
1386.810059,8085.410156,12787.509766,9141.639648,21227.279297,5747.100098,7171.990234,4406.5
1285.119995,8138.160156,11890.929688,10236.919922,23446.339844,5861.899902,7076.47998,4849.0
1188.400024,7499.540039,11090.870117,10038.55957,22876.25,5667.700195,6847.97998,4689.200195
1286.869995,8131.77002,12075.110352,9546.790039,22495.0,5802.100098,7203.790039,4650.100098
1331.630005,8487.389648,12392.900391,9614.549805,24149.580078,6006.100098,7174.310059,4997.600098
1459.26001,8371.910156,13595.929688,9085.980469,20589.919922,5853.600098,7388.490234,4418.799805
1781.0,10078.889648,15820.629883,14566.160156,22462.830078,6629.0,9053.830078,5316.5
1568.189941,9106.040039,14577.540039,12334.959961,22298.630859,6410.700195,7794.310059,4978.899902
2084.51001,11048.740234,17839.519531,19519.009766,28132.0,6959.600098,11453.379883,5772.700195
1350.77002,8055.22998,12873.040039,8998.179688,20886.400391,5904.700195,6737.470215,4358.399902
1313.650024,7839.649902,12674.75,8784.330078,,5750.899902,6418.220215,4285.399902
1211.920044,7463.0,11558.950195,8952.900391,20203.169922,5267.700195,5642.919922,4340.399902
1207.670044,7641.830078,11133.290039,10948.089844,21453.939453,5664.299805,6167.720215,4935.799805
1883.660034,10629.139648,16529.550781,,21975.330078,,9528.5,5442.399902
1182.079956,7521.910156,11131.55957,9425.709961,23516.539062,5740.399902,6604.839844,4718.600098
1785.540039,10023.969727,15883.570312,15151.910156,23113.660156,6521.200195,9162.55957,5092.100098
1561.849976,9069.44043,14525.160156,12492.790039,22463.820312,6386.600098,7788.089844,5006.0
1750.640015,9808.030273,15439.230469,14179.379883,21268.380859,6456.899902,9115.320312,5087.700195
1412.48999,8073.200195,13171.759766,9130.740234,19886.779297,5773.200195,7016.75,4402.299805
1070.689941,6812.149902,10212.620117,9178.379883,20980.820312,5194.299805,6004.160156,4461.100098
1100.530029,6993.569824,10466.160156,9695.019531,21092.820312,5313.0,6133.700195,4535.200195
1439.130005,8292.5,13423.230469,8576.929688,21147.25,5804.600098,7260.25,4504.5
1176.599976,7272.129883,11319.709961,8638.610352,19465.789062,5204.899902,5680.080078,4234.700195
1239.400024,7822.299805,11409.320312,10210.950195,23161.910156,5812.0,7005.169922,4829.0
1175.189941,7519.600098,11061.780273,9499.25,23756.630859,5702.399902,6491.299805,4757.200195
1255.77002,7924.359863,11572.490234,,22901.970703,5995.100098,7056.689941,4887.200195
1370.969971,7987.009766,13000.55957,9467.040039,20676.160156,5708.5,6589.410156,4432.899902
1373.02002,7900.669922,12942.660156,9065.589844,19734.529297,5686.700195,6577.209961,4165.399902
1140.689941,7392.930176,10605.860352,10680.660156,22268.449219,5525.700195,6018.359863,4929.5
1877.329956,10582.650391,16534.369141,14287.230469,22452.890625,6768.899902,9583.120117,5465.899902
1279.26001,8075.720215,11821.799805,10436.30957,24002.699219,5866.899902,7023.27002,4891.0
1282.349976,8104.75,11870.839844,10273.519531,23875.859375,5895.299805,7061.419922,4859.899902
2113.070068,11106.94043,18075.269531,20472.509766,27656.470703,6949.5,11418.620117,5587.299805
1327.01001,8382.669922,12225.639648,10745.669922,22898.779297,6036.100098,7399.040039,5018.399902
1459.930054,8383.070312,13609.150391,8862.299805,21011.380859,5870.0,7396.870117,4512.799805
1629.47998,9287.230469,14775.129883,13541.370117,21873.769531,6440.0,8241.55957,5129.799805
1796.02002,10054.339844,15793.080078,14461.410156,21635.849609,6570.700195,9300.919922,5183.5
1611.52002,9188.429688,14994.230469,13288.320312,,6298.5,8142.27002,4715.100098
1046.219971,6664.259766,9984.80957,8905.480469,20611.060547,5154.799805,5911.580078,4388.399902
2057.899902,10838.240234,17822.070312,17449.769531,23604.039062,6565.100098,,5387.600098
1766.930054,10063.110352,15638.120117,,23188.619141,6762.600098,9036.230469,5383.200195
1997.97998,10979.139648,17130.970703,15910.530273,24135.009766,6791.200195,9631.929688,5445.200195
1981.77002,10814.419922,17054.869141,,23836.070312,6675.100098,9594.030273,5414.899902
2113.149902,10898.860352,17850.039062,20592.669922,25281.619141,6666.299805,11519.669922,5602.5
2123.199951,11148.360352,18143.070312,20808.419922,27332.460938,6833.899902,11541.540039,5670.399902
1242.910034,7834.310059,11490.910156,10302.830078,22713.849609,5870.799805,6981.450195,4852.0
1577.790039,9145.450195,14675.299805,13842.459961,22182.050781,6430.799805,7758.029785,5083.200195
1307.439941,8337.759766,12065.799805,10491.379883,23047.660156,5913.899902,7180.120117,4897.299805
1512.170044,8964.120117,14008.790039,11190.339844,23720.839844,6346.200195,7832.390137,4940.899902
1995.73999,11008.700195,17078.570312,15458.860352,24740.0,6804.799805,9461.55957,5620.299805
1651.319946,9340.400391,15299.339844,14471.900391,20682.009766,6512.100098,8056.75,4865.5
1134.680054,7076.640137,10619.160156,10461.509766,20144.429688,5261.899902,6055.709961,4642.0
1137.040039,7328.830078,10602.150391,10736.519531,21285.169922,5419.799805,5850.529785,4894.100098
1307.040039,7765.950195,12577.950195,8549.580078,19685.919922,5701.399902,6353.569824,4279.600098
1184.640015,7529.799805,11168.459961,9376.379883,23600.240234,5706.299805,6612.799805,4760.5
1082.47998,6819.040039,10228.959961,9299.459961,20263.589844,5138.5,5966.490234,4417.700195
1876.699951,10184.910156,16314.19043,14935.509766,23046.970703,6391.700195,8824.209961,5203.0
1224.380005,7340.72998,11576.049805,8740.910156,18075.460938,5409.399902,5876.410156,4248.5
1109.880005,6915.180176,10379.429688,10363.589844,19919.289062,5122.0,5714.089844,4506.399902
1306.410034,8227.5,12260.419922,9796.259766,22060.179688,5855.0,7293.140137,4578.799805
1194.189941,7148.709961,11554.629883,8476.820312,18255.199219,5336.0,5798.910156,4166.299805
2060.22998,10830.620117,17777.150391,17209.050781,22831.210938,6465.0,9810.05957,5188.700195
2118.209961,10918.0,17918.289062,20840.970703,25535.429688,6768.100098,11603.799805,5687.5
2085.050049,10778.459961,17401.509766,20391.769531,23915.019531,6570.200195,10923.610352,5382.5
1059.27002,6684.779785,10017.280273,9278.650391,19856.070312,5013.799805,5991.859863,4276.799805
1179.26001,7514.669922,11145.570312,9375.480469,23648.480469,5756.899902,6610.009766,4695.399902
1621.560059,9259.480469,15039.620117,12903.019531,21837.429688,6335.100098,8097.810059,4770.799805
2103.5,11061.790039,18131.699219,18796.939453,24822.289062,6945.700195,11400.660156,5897.5
1343.329956,8047.040039,12844.129883,8928.200195,20708.939453,5891.200195,6763.830078,4363.600098
1789.619995,10129.509766,15875.219727,14875.410156,22648.150391,6665.100098,9148.660156,5351.0
1021.580017,6433.810059,9685.480469,9202.709961,19904.320312,4837.100098,5833.149902,4263.899902
1769.48999,10058.490234,15745.879883,14336.30957,23035.939453,6740.700195,9039.870117,5425.0
1932.75,10704.780273,16559.539062,15160.30957,24688.410156,6631.399902,9068.469727,5522.100098
2107.570068,10882.910156,17750.390625,20301.910156,24618.449219,6630.0,11210.849609,5608.600098
1436.920044,8233.509766,13305.639648,8870.650391,19801.160156,5793.799805,7213.5,4347.799805
1655.959961,9424.780273,14962.740234,13364.169922,21894.400391,6445.899902,8396.889648,5065.700195
1205.780029,7588.290039,11166.320312,,20777.919922,5616.799805,6143.910156,4815.100098
1338.219971,8395.480469,12625.019531,10081.480469,22516.550781,6001.899902,7430.189941,4662.600098
1288.0,8148.649902,12123.360352,9466.150391,22608.830078,5855.299805,7158.660156,4620.700195
1882.949951,10626.169922,16579.839844,14303.110352,22132.970703,6779.0,9602.230469,5469.799805
1551.47998,9058.959961,14449.05957,12313.80957,22889.599609,6509.600098,7965.120117,5127.600098
1592.369995,9233.019531,14864.139648,13548.160156,22100.269531,6415.100098,7870.629883,5009.299805
1999.119995,11036.889648,17121.009766,15533.820312,24917.75,6829.700195,9568.709961,5647.899902
1524.199951,8900.040039,14126.820312,11651.290039,22536.810547,6344.600098,7690.680176,5027.5
1702.199951,9760.759766,15236.110352,14403.740234,23217.320312,6486.200195,8723.830078,5227.799805
1133.280029,7209.850098,10738.30957,9565.320312,22046.710938,5550.899902,6207.330078,4673.700195
2059.310059,10862.540039,17851.480469,17934.640625,24046.669922,6671.200195,10013.990234,5314.600098
1098.51001,7034.200195,10308.240234,10305.830078,20533.009766,5275.600098,5647.339844,4685.799805
2107.919922,11166.30957,18036.970703,19982.320312,28432.589844,7103.0,12038.160156,5953.799805
2113.76001,11202.080078,18109.140625,20057.949219,28441.75,7029.5,11810.660156,5920.5
1960.050049,10039.219727,16432.089844,18263.220703,21503.369141,6116.799805,10122.55957,5095.299805
1654.349976,9507.040039,15306.169922,15626.259766,23260.080078,6839.299805,8529.889648,5141.100098
1165.76001,6980.330078,11123.839844,8740.160156,18823.169922,5287.399902,5432.799805,4152.600098
1077.469971,6897.720215,10143.19043,,20289.689453,5160.5,5502.930176,4574.799805
1314.130005,7516.459961,12413.790039,8532.530273,18519.529297,5383.100098,6092.990234,4103.700195
1506.839966,8934.639648,13953.419922,10865.719727,23654.169922,6338.200195,7847.569824,4909.799805
1991.369995,10981.830078,17038.490234,15585.200195,24993.099609,6776.700195,9400.530273,5633.0
1315.140015,8226.040039,12478.730469,9973.469727,21874.380859,5842.700195,7219.120117,4541.700195
1665.290039,9586.519531,15334.280273,15359.80957,23492.029297,6754.600098,8454.830078,5184.399902
1306.400024,8291.919922,12104.780273,10578.099609,22905.900391,5922.5,7193.600098,4934.600098
1297.380005,8255.360352,12035.530273,,22684.220703,5785.100098,6815.120117,4733.100098
1340.449951,7684.319824,12603.530273,8850.0,19418.869141,5663.5,6452.850098,4134.0
1262.02002,7484.629883,12286.040039,8397.889648,18396.919922,5565.799805,5847.779785,4122.100098
1397.959961,8105.830078,13073.75,9818.990234,,5702.799805,6783.060059,4417.899902
1547.339966,9016.660156,14454.820312,12467.230469,22040.859375,6440.299805,7946.790039,5003.399902
1682.420044,9606.320312,15299.639648,14386.269531,22952.720703,6588.0,8493.0,5237.200195
1769.609985,10031.139648,15760.780273,14085.799805,22743.390625,6707.399902,9077.280273,5393.399902
1807.369995,10145.259766,16024.530273,15649.209961,23810.169922,6558.5,9194.169922,5147.399902
1175.800049,7244.819824,11283.540039,8796.780273,19581.880859,5128.899902,5536.47998,4270.0
1070.25,6738.640137,10153.429688,,20089.949219,5147.299805,6008.109863,4371.700195
1282.76001,8118.430176,11730.900391,10588.759766,24237.980469,6022.899902,7074.109863,4900.5
2076.419922,10857.990234,17756.910156,20328.320312,,6607.600098,11179.5,5505.0
1630.890015,9213.169922,15134.839844,14308.969727,20853.669922,6374.5,7805.0,4825.399902
1248.640015,7395.990234,12150.410156,8422.620117,18517.669922,5506.399902,5770.27002,4140.700195
1947.859985,10012.360352,16350.379883,18094.400391,20933.939453,6082.299805,10047.049805,5118.399902
1183.380005,7508.209961,11123.620117,9153.719727,23651.939453,5693.600098,6603.859863,4769.899902
1581.23999,9168.900391,14711.549805,13883.129883,22546.710938,6425.399902,7813.759766,5081.700195
1160.790039,6918.919922,11256.549805,,17863.429688,5138.799805,5456.77002,4124.799805
1313.5,7818.359863,12622.980469,8638.679688,19941.949219,5740.200195,6415.259766,4277.600098
1215.130005,7273.160156,11769.730469,8478.629883,18816.470703,5422.100098,5849.169922,4323.100098
2090.540039,10781.240234,17476.400391,20518.449219,23990.029297,6549.700195,10984.139648,5359.0
1842.800049,10365.009766,16413.439453,15794.959961,23032.119141,6833.299805,9729.120117,5341.0
1666.469971,9575.410156,15353.400391,15137.120117,23081.679688,6722.100098,8397.0,5158.799805
1342.800049,8410.450195,12723.410156,10009.389648,21986.289062,5898.899902,7289.140137,4625.200195
1181.449951,7479.870117,11125.280273,9386.030273,23163.580078,5645.0,6567.0,4719.5
1212.540039,7722.240234,11282.099609,9860.459961,24699.300781,5814.200195,6722.410156,4809.299805
1054.689941,6558.709961,9898.25,9438.129883,19620.240234,5084.899902,5983.75,4401.600098
2056.639893,10789.330078,17595.349609,20108.949219,25965.980469,6619.5,11082.200195,5412.100098
1887.77002,10597.480469,16571.550781,15070.879883,22564.080078,6648.100098,9627.820312,5414.700195
1922.819946,9819.950195,16271.009766,17721.419922,,6071.5,9508.25,5143.100098
1982.530029,11015.240234,17112.539062,15342.280273,23781.109375,6794.299805,9733.330078,5533.0
1655.400024,9496.019531,14801.980469,14036.839844,23032.970703,6336.899902,8515.69043,5150.600098
1991.670044,10513.599609,17319.710938,17107.699219,24349.910156,6497.799805,10031.610352,5309.600098
1366.579956,7836.77002,12895.669922,9078.799805,19808.130859,5691.600098,6534.560059,4208.899902
1303.280029,8247.530273,12043.400391,10253.429688,23248.779297,5827.700195,6980.490234,4733.799805
1417.130005,8093.330078,13270.639648,9170.160156,20103.269531,5823.399902,7032.680176,4390.899902
1397.939941,8149.77002,12877.129883,9422.299805,21843.029297,5798.700195,7331.330078,4472.399902
1123.660034,7168.47998,10593.830078,9508.5,21690.449219,5539.100098,6248.649902,4649.0
